"{'AddressedSafetyMessage': {'DestinationID': 431023528, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:THERE ARE SHALLOW WATER AND FISHING NET. NAVIGATE WITH CAUTION.', 'UserID': 4310403, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310403, 'MMSI_String': 4310403, 'ShipName': '', 'latitude': 34.458333333333336, 'longitude': 136.80633333333333, 'time_utc': '2024-12-10 21:41:08.626244663 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431023528, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:THERE ARE SHALLOW WATER AND FISHING NET. NAVIGATE WITH CAUTION.', 'UserID': 4310403, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310403, 'MMSI_String': 4310403, 'ShipName': '', 'latitude': 34.458333333333336, 'longitude': 136.80633333333333, 'time_utc': '2024-12-10 21:41:08.749754574 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431023528, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:THERE ARE SHALLOW WATER AND FISHING NET. NAVIGATE WITH CAUTION.', 'UserID': 4310403, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310403, 'MMSI_String': 4310403, 'ShipName': '', 'latitude': 34.458333333333336, 'longitude': 136.80633333333333, 'time_utc': '2024-12-10 21:41:13.779407693 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431023528, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': True, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:THERE ARE SHALLOW WATER AND FISHING NET. NAVIGATE WITH CAUTION.', 'UserID': 4310403, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310403, 'MMSI_String': 4310403, 'ShipName': '', 'latitude': 34.458333333333336, 'longitude': 136.80633333333333, 'time_utc': '2024-12-10 21:41:13.840806251 +0000 UTC'}"
Message,MessageType,MetaData
"{'AddressedSafetyMessage': {'DestinationID': 431023528, 'MessageID': 12, 'RepeatIndicator': 0, 'Retransmission': False, 'Sequenceinteger': 0, 'Spare': False, 'Text': '<ISEWAN MARTIS>INFORMATION:THERE ARE SHALLOW WATER AND FISHING NET. NAVIGATE WITH CAUTION.', 'UserID': 4310403, 'Valid': True}}",AddressedSafetyMessage,"{'MMSI': 4310403, 'MMSI_String': 4310403, 'ShipName': '', 'latitude': 34.458333333333336, 'longitude': 136.80633333333333, 'time_utc': '2024-12-10 21:41:32.742221565 +0000 UTC'}"
Message,MessageType,MetaData
